file,original,new_path
../new_directory/train/angry_1187.csv,../input/Tess/Tess/YAF_angry/YAF_team_angry.wav,dataset/tess/YAF_angry/YAF_team_angry.wav
../new_directory/train/angry_1188.csv,../input/cremad/AudioWAV/1076_TIE_ANG_XX.wav,dataset/crema/1076_TIE_ANG_XX.wav
../new_directory/train/angry_1189.csv,../input/cremad/AudioWAV/1074_IEO_ANG_LO.wav,dataset/crema/1074_IEO_ANG_LO.wav
../new_directory/train/angry_119.csv,../input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_24/03-01-05-02-02-02-24.wav,dataset/ravdess/audio_speech_actors_01-24/Actor_24/03-01-05-02-02-02-24.wav
../new_directory/train/angry_1190.csv,../input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-05-01-01-01-04.wav,dataset/ravdess/audio_speech_actors_01-24/Actor_04/03-01-05-01-01-01-04.wav
../new_directory/train/angry_1075.csv,../input/cremad/AudioWAV/1050_IEO_ANG_MD.wav,dataset/crema/1050_IEO_ANG_MD.wav
../new_directory/train/angry_1076.csv,../input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_02/03-01-05-01-02-02-02.wav,dataset/ravdess/audio_speech_actors_01-24/Actor_02/03-01-05-01-02-02-02.wav
../new_directory/train/angry_1077.csv,../input/Tess/Tess/OAF_angry/OAF_sheep_angry.wav,dataset/tess/OAF_angry/OAF_sheep_angry.wav
../new_directory/train/angry_1078.csv,../input/cremad/AudioWAV/1049_IWW_ANG_XX.wav,dataset/crema/1049_IWW_ANG_XX.wav
../new_directory/train/angry_1079.csv,../input/cremad/AudioWAV/1088_IOM_ANG_XX.wav,dataset/crema/1088_IOM_ANG_XX.wav
../new_directory/train/angry_108.csv,../input/cremad/AudioWAV/1007_IWW_ANG_XX.wav,dataset/crema/1007_IWW_ANG_XX.wav
../new_directory/train/angry_1080.csv,../input/Tess/Tess/OAF_angry/OAF_bite_angry.wav,dataset/tess/OAF_angry/OAF_bite_angry.wav
../new_directory/train/angry_1081.csv,../input/cremad/AudioWAV/1015_TAI_ANG_XX.wav,dataset/crema/1015_TAI_ANG_XX.wav
../new_directory/train/angry_1082.csv,../input/cremad/AudioWAV/1086_DFA_ANG_XX.wav,dataset/crema/1086_DFA_ANG_XX.wav
../new_directory/train/angry_1083.csv,../input/Tess/Tess/YAF_angry/YAF_king_angry.wav,dataset/tess/YAF_angry/YAF_king_angry.wav
../new_directory/train/angry_1084.csv,../input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_14/03-01-05-02-01-02-14.wav,dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-05-02-01-02-14.wav
../new_directory/train/angry_1085.csv,../input/Tess/Tess/OAF_angry/OAF_back_angry.wav,dataset/tess/OAF_angry/OAF_back_angry.wav
../new_directory/train/angry_1086.csv,../input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_20/03-01-05-02-02-02-20.wav,dataset/ravdess/audio_speech_actors_01-24/Actor_20/03-01-05-02-02-02-20.wav
../new_directory/train/angry_1087.csv,../input/cremad/AudioWAV/1049_ITH_ANG_XX.wav,dataset/crema/1049_ITH_ANG_XX.wav
../new_directory/train/angry_1088.csv,../input/cremad/AudioWAV/1005_TSI_ANG_XX.wav,dataset/crema/1005_TSI_ANG_XX.wav
../new_directory/train/angry_1089.csv,../input/cremad/AudioWAV/1035_IEO_ANG_MD.wav,dataset/crema/1035_IEO_ANG_MD.wav
../new_directory/train/angry_109.csv,../input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_14/03-01-05-01-01-01-14.wav,dataset/ravdess/audio_speech_actors_01-24/Actor_14/03-01-05-01-01-01-14.wav
../new_directory/train/angry_1090.csv,../input/cremad/AudioWAV/1009_IWL_ANG_XX.wav,dataset/crema/1009_IWL_ANG_XX.wav
../new_directory/train/angry_1091.csv,../input/cremad/AudioWAV/1025_DFA_ANG_XX.wav,dataset/crema/1025_DFA_ANG_XX.wav
../new_directory/train/angry_1092.csv,../input/Tess/Tess/OAF_angry/OAF_voice_angry.wav,dataset/tess/OAF_angry/OAF_voice_angry.wav
../new_directory/train/angry_1093.csv,../input/Tess/Tess/OAF_angry/OAF_third_angry.wav,dataset/tess/OAF_angry/OAF_third_angry.wav
../new_directory/train/angry_1094.csv,../input/cremad/AudioWAV/1054_IWL_ANG_XX.wav,dataset/crema/1054_IWL_ANG_XX.wav
../new_directory/train/angry_1095.csv,../input/cremad/AudioWAV/1075_IWW_ANG_XX.wav,dataset/crema/1075_IWW_ANG_XX.wav
../new_directory/train/angry_1096.csv,../input/Tess/Tess/YAF_angry/YAF_make_angry.wav,dataset/tess/YAF_angry/YAF_make_angry.wav
../new_directory/train/angry_1097.csv,../input/cremad/AudioWAV/1030_WSI_ANG_XX.wav,dataset/crema/1030_WSI_ANG_XX.wav
../new_directory/train/angry_1098.csv,../input/Tess/Tess/OAF_angry/OAF_shirt_angry.wav,dataset/tess/OAF_angry/OAF_shirt_angry.wav
../new_directory/train/angry_1099.csv,../input/cremad/AudioWAV/1045_ITH_ANG_XX.wav,dataset/crema/1045_ITH_ANG_XX.wav
../new_directory/train/angry_11.csv,../input/Tess/Tess/YAF_angry/YAF_sub_angry.wav,dataset/tess/YAF_angry/YAF_sub_angry.wav
../new_directory/train/angry_110.csv,../input/cremad/AudioWAV/1074_IEO_ANG_HI.wav,dataset/crema/1074_IEO_ANG_HI.wav
../new_directory/train/angry_1100.csv,../input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_a07.wav,dataset/savee/DC_a07.wav
../new_directory/train/angry_1101.csv,../input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_22/03-01-05-01-01-02-22.wav,dataset/ravdess/audio_speech_actors_01-24/Actor_22/03-01-05-01-01-02-22.wav
../new_directory/train/angry_1102.csv,../input/Tess/Tess/OAF_angry/OAF_deep_angry.wav,dataset/tess/OAF_angry/OAF_deep_angry.wav
../new_directory/train/angry_1103.csv,../input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_a09.wav,dataset/savee/DC_a09.wav
../new_directory/train/angry_1104.csv,../input/cremad/AudioWAV/1005_IOM_ANG_XX.wav,dataset/crema/1005_IOM_ANG_XX.wav
../new_directory/train/angry_1105.csv,../input/cremad/AudioWAV/1015_MTI_ANG_XX.wav,dataset/crema/1015_MTI_ANG_XX.wav
../new_directory/train/angry_1106.csv,../input/cremad/AudioWAV/1042_IWL_ANG_XX.wav,dataset/crema/1042_IWL_ANG_XX.wav
../new_directory/train/angry_1107.csv,../input/cremad/AudioWAV/1026_IOM_ANG_XX.wav,dataset/crema/1026_IOM_ANG_XX.wav
../new_directory/train/angry_1108.csv,../input/cremad/AudioWAV/1088_IEO_ANG_HI.wav,dataset/crema/1088_IEO_ANG_HI.wav
../new_directory/train/angry_1109.csv,../input/cremad/AudioWAV/1047_TAI_ANG_XX.wav,dataset/crema/1047_TAI_ANG_XX.wav
../new_directory/train/angry_111.csv,../input/cremad/AudioWAV/1058_TAI_ANG_XX.wav,dataset/crema/1058_TAI_ANG_XX.wav
../new_directory/train/angry_1110.csv,../input/cremad/AudioWAV/1068_IWL_ANG_XX.wav,dataset/crema/1068_IWL_ANG_XX.wav
../new_directory/train/angry_1111.csv,../input/cremad/AudioWAV/1077_IWL_ANG_XX.wav,dataset/crema/1077_IWL_ANG_XX.wav
../new_directory/train/angry_1112.csv,../input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-05-02-01-02-19.wav,dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-05-02-01-02-19.wav
../new_directory/train/angry_174.csv,../input/Tess/Tess/OAF_angry/OAF_mob_angry.wav,dataset/tess/OAF_angry/OAF_mob_angry.wav
../new_directory/train/angry_175.csv,../input/cremad/AudioWAV/1030_MTI_ANG_XX.wav,dataset/crema/1030_MTI_ANG_XX.wav
../new_directory/train/angry_176.csv,../input/cremad/AudioWAV/1069_MTI_ANG_XX.wav,dataset/crema/1069_MTI_ANG_XX.wav
../new_directory/train/angry_177.csv,../input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_06/03-01-05-01-02-02-06.wav,dataset/ravdess/audio_speech_actors_01-24/Actor_06/03-01-05-01-02-02-06.wav
../new_directory/train/angry_178.csv,../input/cremad/AudioWAV/1012_IEO_ANG_HI.wav,dataset/crema/1012_IEO_ANG_HI.wav
../new_directory/train/angry_179.csv,../input/cremad/AudioWAV/1002_TIE_ANG_XX.wav,dataset/crema/1002_TIE_ANG_XX.wav
../new_directory/train/angry_18.csv,../input/cremad/AudioWAV/1021_ITS_ANG_XX.wav,dataset/crema/1021_ITS_ANG_XX.wav
../new_directory/train/angry_180.csv,../input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-05-01-01-02-01.wav,dataset/ravdess/audio_speech_actors_01-24/Actor_01/03-01-05-01-01-02-01.wav
../new_directory/train/angry_181.csv,../input/cremad/AudioWAV/1072_WSI_ANG_XX.wav,dataset/crema/1072_WSI_ANG_XX.wav
../new_directory/train/angry_182.csv,../input/cremad/AudioWAV/1038_TAI_ANG_XX.wav,dataset/crema/1038_TAI_ANG_XX.wav
../new_directory/train/angry_183.csv,../input/cremad/AudioWAV/1029_IEO_ANG_LO.wav,dataset/crema/1029_IEO_ANG_LO.wav
../new_directory/train/angry_184.csv,../input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_13/03-01-05-02-01-01-13.wav,dataset/ravdess/audio_speech_actors_01-24/Actor_13/03-01-05-02-01-01-13.wav
../new_directory/train/angry_185.csv,../input/cremad/AudioWAV/1063_TAI_ANG_XX.wav,dataset/crema/1063_TAI_ANG_XX.wav
../new_directory/train/angry_186.csv,../input/cremad/AudioWAV/1049_MTI_ANG_XX.wav,dataset/crema/1049_MTI_ANG_XX.wav
../new_directory/train/angry_187.csv,../input/cremad/AudioWAV/1035_IOM_ANG_XX.wav,dataset/crema/1035_IOM_ANG_XX.wav
../new_directory/train/angry_188.csv,../input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_07/03-01-05-01-01-02-07.wav,dataset/ravdess/audio_speech_actors_01-24/Actor_07/03-01-05-01-01-02-07.wav
../new_directory/train/angry_189.csv,../input/cremad/AudioWAV/1070_IEO_ANG_HI.wav,dataset/crema/1070_IEO_ANG_HI.wav
../new_directory/train/angry_19.csv,../input/cremad/AudioWAV/1075_IWL_ANG_XX.wav,dataset/crema/1075_IWL_ANG_XX.wav
../new_directory/train/angry_190.csv,../input/cremad/AudioWAV/1018_TSI_ANG_XX.wav,dataset/crema/1018_TSI_ANG_XX.wav
../new_directory/train/angry_191.csv,../input/Tess/Tess/OAF_angry/OAF_search_angry.wav,dataset/tess/OAF_angry/OAF_search_angry.wav
../new_directory/train/angry_192.csv,../input/Tess/Tess/YAF_angry/YAF_ripe_angry.wav,dataset/tess/YAF_angry/YAF_ripe_angry.wav
../new_directory/train/angry_193.csv,../input/cremad/AudioWAV/1050_IEO_ANG_HI.wav,dataset/crema/1050_IEO_ANG_HI.wav
../new_directory/train/angry_194.csv,../input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-05-01-02-01-19.wav,dataset/ravdess/audio_speech_actors_01-24/Actor_19/03-01-05-01-02-01-19.wav
../new_directory/train/angry_195.csv,../input/cremad/AudioWAV/1051_TSI_ANG_XX.wav,dataset/crema/1051_TSI_ANG_XX.wav
../new_directory/train/angry_196.csv,../input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_05/03-01-05-01-02-01-05.wav,dataset/ravdess/audio_speech_actors_01-24/Actor_05/03-01-05-01-02-01-05.wav
../new_directory/train/angry_197.csv,../input/cremad/AudioWAV/1041_TSI_ANG_XX.wav,dataset/crema/1041_TSI_ANG_XX.wav
../new_directory/train/angry_198.csv,../input/Tess/Tess/OAF_angry/OAF_shawl_angry.wav,dataset/tess/OAF_angry/OAF_shawl_angry.wav
../new_directory/train/angry_199.csv,../input/cremad/AudioWAV/1059_IWL_ANG_XX.wav,dataset/crema/1059_IWL_ANG_XX.wav
../new_directory/train/angry_2.csv,../input/cremad/AudioWAV/1050_TSI_ANG_XX.wav,dataset/crema/1050_TSI_ANG_XX.wav
../new_directory/train/angry_20.csv,../input/cremad/AudioWAV/1054_IOM_ANG_XX.wav,dataset/crema/1054_IOM_ANG_XX.wav
../new_directory/train/angry_200.csv,../input/cremad/AudioWAV/1036_MTI_ANG_XX.wav,dataset/crema/1036_MTI_ANG_XX.wav
../new_directory/train/angry_201.csv,../input/cremad/AudioWAV/1027_IOM_ANG_XX.wav,dataset/crema/1027_IOM_ANG_XX.wav
../new_directory/train/angry_202.csv,../input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-05-02-01-02-04.wav,dataset/ravdess/audio_speech_actors_01-24/Actor_04/03-01-05-02-01-02-04.wav
../new_directory/train/angry_203.csv,../input/cremad/AudioWAV/1080_IEO_ANG_LO.wav,dataset/crema/1080_IEO_ANG_LO.wav
../new_directory/train/angry_204.csv,../input/cremad/AudioWAV/1015_WSI_ANG_XX.wav,dataset/crema/1015_WSI_ANG_XX.wav
../new_directory/train/angry_205.csv,../input/cremad/AudioWAV/1040_TAI_ANG_XX.wav,dataset/crema/1040_TAI_ANG_XX.wav
../new_directory/train/angry_206.csv,../input/cremad/AudioWAV/1004_ITS_ANG_XX.wav,dataset/crema/1004_ITS_ANG_XX.wav
../new_directory/train/angry_207.csv,../input/cremad/AudioWAV/1078_IWW_ANG_XX.wav,dataset/crema/1078_IWW_ANG_XX.wav
../new_directory/train/angry_208.csv,../input/cremad/AudioWAV/1033_IOM_ANG_XX.wav,dataset/crema/1033_IOM_ANG_XX.wav
../new_directory/train/angry_209.csv,../input/cremad/AudioWAV/1071_IEO_ANG_LO.wav,dataset/crema/1071_IEO_ANG_LO.wav
../new_directory/train/angry_21.csv,../input/Tess/Tess/YAF_angry/YAF_pole_angry.wav,dataset/tess/YAF_angry/YAF_pole_angry.wav
../new_directory/train/angry_210.csv,../input/cremad/AudioWAV/1025_IWW_ANG_XX.wav,dataset/crema/1025_IWW_ANG_XX.wav
../new_directory/train/angry_211.csv,../input/Tess/Tess/YAF_angry/YAF_match_angry.wav,dataset/tess/YAF_angry/YAF_match_angry.wav
../new_directory/train/angry_639.csv,../input/cremad/AudioWAV/1006_IEO_ANG_LO.wav,dataset/crema/1006_IEO_ANG_LO.wav
../new_directory/train/angry_64.csv,../input/cremad/AudioWAV/1048_IEO_ANG_MD.wav,dataset/crema/1048_IEO_ANG_MD.wav
../new_directory/train/angry_640.csv,../input/cremad/AudioWAV/1028_WSI_ANG_XX.wav,dataset/crema/1028_WSI_ANG_XX.wav
../new_directory/train/angry_641.csv,../input/cremad/AudioWAV/1016_DFA_ANG_XX.wav,dataset/crema/1016_DFA_ANG_XX.wav
../new_directory/train/angry_642.csv,../input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-05-01-01-02-18.wav,dataset/ravdess/audio_speech_actors_01-24/Actor_18/03-01-05-01-01-02-18.wav
