Predicted Labels,Actual Labels
angry,angry
angry,angry
angry,angry
disgust,angry
happy,angry
disgust,angry
angry,angry
angry,angry
disgust,angry
angry,angry
angry,angry
sad,angry
disgust,angry
angry,angry
angry,angry
neutral,angry
angry,angry
angry,angry
disgust,angry
happy,angry
happy,angry
angry,angry
angry,angry
happy,angry
angry,angry
happy,angry
angry,angry
happy,angry
angry,angry
disgust,angry
happy,angry
disgust,angry
angry,angry
angry,angry
angry,angry
calm,calm
sad,calm
calm,calm
sad,calm
sad,calm
sad,calm
calm,calm
happy,calm
disgust,calm
sad,calm
calm,calm
calm,calm
calm,calm
neutral,calm
calm,calm
sad,calm
sad,calm
happy,calm
sad,calm
happy,calm
disgust,calm
calm,calm
happy,calm
calm,calm
sad,calm
sad,calm
calm,calm
calm,calm
sad,calm
calm,calm
disgust,disgust
disgust,disgust
disgust,disgust
fear,disgust
disgust,disgust
disgust,disgust
sad,disgust
disgust,disgust
fear,disgust
happy,disgust
disgust,disgust
happy,disgust
neutral,disgust
neutral,disgust
happy,disgust
happy,disgust
disgust,disgust
disgust,disgust
disgust,disgust
happy,disgust
disgust,disgust
disgust,disgust
angry,disgust
fear,disgust
disgust,disgust
disgust,disgust
sad,disgust
disgust,disgust
disgust,disgust
angry,disgust
disgust,disgust
neutral,disgust
angry,disgust
fear,disgust
neutral,disgust
sad,disgust
disgust,disgust
neutral,disgust
neutral,disgust
angry,disgust
disgust,disgust
angry,disgust
fear,disgust
neutral,disgust
disgust,disgust
happy,disgust
neutral,disgust
angry,disgust
disgust,disgust
fear,disgust
disgust,disgust
fear,disgust
happy,disgust
fear,disgust
angry,disgust
neutral,disgust
disgust,disgust
disgust,disgust
fear,disgust
neutral,disgust
disgust,disgust
sad,disgust
disgust,disgust
disgust,disgust
neutral,disgust
happy,disgust
disgust,disgust
happy,disgust
fear,disgust
disgust,disgust
happy,disgust
sad,disgust
happy,disgust
angry,disgust
happy,disgust
neutral,disgust
neutral,disgust
disgust,disgust
happy,disgust
neutral,disgust
disgust,disgust
disgust,disgust
happy,disgust
disgust,disgust
disgust,disgust
disgust,disgust
angry,disgust
fear,disgust
disgust,disgust
neutral,disgust
disgust,disgust
disgust,disgust
disgust,disgust
happy,disgust
disgust,disgust
angry,disgust
neutral,disgust
sad,disgust
happy,disgust
disgust,disgust
disgust,disgust
neutral,disgust
sad,disgust
disgust,disgust
disgust,disgust
disgust,disgust
neutral,disgust
fear,disgust
disgust,disgust
disgust,disgust
disgust,disgust
sad,disgust
happy,disgust
neutral,disgust
happy,disgust
disgust,disgust
happy,disgust
disgust,disgust
disgust,disgust
fear,disgust
sad,disgust
disgust,disgust
disgust,disgust
disgust,disgust
neutral,disgust
happy,disgust
angry,disgust
disgust,disgust
happy,disgust
disgust,disgust
fear,disgust
sad,disgust
disgust,disgust
happy,disgust
happy,disgust
happy,disgust
neutral,disgust
disgust,disgust
fear,disgust
disgust,disgust
fear,disgust
disgust,disgust
disgust,disgust
disgust,disgust
sad,disgust
disgust,disgust
disgust,disgust
neutral,disgust
disgust,disgust
neutral,disgust
fear,disgust
disgust,disgust
neutral,disgust
fear,disgust
disgust,disgust
fear,disgust
neutral,disgust
neutral,disgust
disgust,disgust
neutral,disgust
disgust,disgust
disgust,disgust
neutral,disgust
sad,disgust
disgust,disgust
disgust,disgust
disgust,disgust
angry,disgust
fear,disgust
disgust,disgust
happy,disgust
disgust,disgust
happy,disgust
neutral,disgust
fear,disgust
disgust,disgust
fear,disgust
disgust,disgust
disgust,disgust
neutral,disgust
angry,disgust
happy,disgust
disgust,disgust
disgust,disgust
disgust,disgust
disgust,disgust
fear,disgust
neutral,disgust
disgust,disgust
neutral,disgust
fear,disgust
disgust,disgust
neutral,disgust
sad,disgust
disgust,disgust
disgust,disgust
neutral,disgust
angry,disgust
happy,disgust
sad,disgust
disgust,disgust
neutral,disgust
fear,disgust
disgust,disgust
happy,disgust
happy,disgust
fear,disgust
fear,disgust
angry,disgust
disgust,disgust
disgust,disgust
disgust,disgust
disgust,disgust
angry,disgust
happy,disgust
disgust,disgust
disgust,disgust
sad,disgust
disgust,disgust
happy,disgust
disgust,disgust
disgust,disgust
angry,disgust
happy,disgust
fear,disgust
neutral,disgust
disgust,disgust
disgust,disgust
disgust,disgust
neutral,disgust
neutral,disgust
neutral,disgust
disgust,disgust
disgust,disgust
disgust,disgust
angry,disgust
disgust,disgust
neutral,disgust
neutral,disgust
angry,disgust
disgust,disgust
disgust,disgust
neutral,disgust
neutral,disgust
happy,disgust
happy,disgust
happy,disgust
angry,disgust
disgust,disgust
disgust,disgust
fear,disgust
disgust,disgust
neutral,disgust
sad,disgust
fear,disgust
disgust,disgust
sad,disgust
happy,disgust
disgust,disgust
disgust,disgust
neutral,disgust
sad,disgust
disgust,disgust
neutral,disgust
disgust,disgust
happy,disgust
disgust,disgust
disgust,disgust
fear,disgust
disgust,disgust
neutral,disgust
fear,disgust
sad,disgust
happy,disgust
happy,disgust
sad,disgust
disgust,disgust
disgust,disgust
sad,disgust
disgust,disgust
angry,disgust
neutral,disgust
fear,disgust
happy,disgust
happy,disgust
happy,disgust
neutral,disgust
disgust,disgust
sad,disgust
sad,fear
happy,fear
fear,fear
disgust,fear
happy,fear
fear,fear
fear,fear
fear,fear
fear,fear
fear,fear
fear,fear
neutral,fear
fear,fear
happy,fear
fear,fear
disgust,fear
disgust,fear
fear,fear
fear,fear
happy,fear
fear,fear
neutral,fear
sad,fear
happy,fear
fear,fear
fear,fear
fear,fear
disgust,fear
happy,fear
fear,fear
fear,fear
fear,fear
sad,fear
fear,fear
fear,fear
fear,fear
angry,fear
fear,fear
fear,fear
fear,fear
fear,fear
fear,fear
fear,fear
surprise,fear
disgust,fear
fear,fear
fear,fear
sad,fear
neutral,fear
fear,fear
fear,fear
sad,fear
sad,fear
neutral,fear
neutral,fear
sad,fear
fear,fear
fear,fear
surprise,fear
happy,fear
angry,fear
fear,fear
fear,fear
fear,fear
happy,fear
fear,fear
happy,fear
neutral,fear
fear,fear
fear,fear
sad,fear
fear,fear
neutral,fear
happy,fear
fear,fear
fear,fear
neutral,fear
fear,fear
fear,fear
fear,fear
sad,fear
fear,fear
disgust,fear
happy,fear
happy,fear
fear,fear
fear,fear
fear,fear
sad,fear
fear,fear
fear,fear
neutral,fear
fear,fear
happy,fear
fear,fear
fear,fear
fear,fear
fear,fear
happy,fear
fear,fear
fear,fear
sad,fear
fear,fear
fear,fear
fear,fear
angry,fear
fear,fear
fear,fear
disgust,fear
fear,fear
fear,fear
sad,fear
fear,fear
disgust,fear
fear,fear
fear,fear
fear,fear
sad,fear
neutral,fear
fear,fear
fear,fear
fear,fear
fear,fear
neutral,fear
disgust,fear
sad,fear
fear,fear
neutral,fear
fear,fear
happy,fear
fear,fear
happy,fear
happy,fear
neutral,fear
fear,fear
sad,fear
happy,fear
fear,fear
fear,fear
happy,fear
fear,fear
fear,fear
fear,fear
fear,fear
happy,fear
fear,fear
fear,fear
fear,fear
disgust,fear
neutral,fear
happy,fear
fear,fear
fear,fear
neutral,fear
fear,fear
fear,fear
fear,fear
happy,fear
happy,fear
fear,fear
fear,fear
disgust,fear
neutral,fear
neutral,fear
angry,fear
sad,fear
neutral,fear
fear,fear
happy,fear
happy,fear
fear,fear
fear,fear
fear,fear
fear,fear
happy,fear
happy,fear
disgust,fear
happy,fear
fear,fear
happy,fear
happy,fear
fear,fear
disgust,fear
fear,fear
neutral,fear
fear,fear
fear,fear
fear,fear
angry,fear
neutral,fear
fear,fear
fear,fear
happy,fear
happy,fear
happy,fear
fear,fear
neutral,fear
sad,fear
fear,fear
happy,fear
fear,fear
neutral,fear
neutral,fear
happy,fear
disgust,fear
neutral,fear
fear,fear
fear,fear
fear,fear
fear,fear
fear,fear
fear,fear
neutral,fear
sad,fear
disgust,fear
fear,fear
fear,fear
fear,fear
fear,fear
fear,fear
fear,fear
happy,fear
fear,fear
happy,fear
neutral,fear
neutral,fear
fear,fear
happy,fear
fear,fear
fear,fear
sad,fear
happy,fear
sad,fear
fear,fear
neutral,fear
sad,fear
happy,fear
happy,fear
happy,fear
sad,fear
fear,fear
fear,fear
happy,fear
sad,fear
fear,fear
neutral,fear
disgust,fear
fear,fear
fear,fear
happy,fear
fear,fear
happy,fear
neutral,fear
sad,fear
sad,fear
sad,fear
happy,fear
neutral,fear
disgust,fear
fear,fear
sad,fear
fear,fear
fear,fear
happy,fear
fear,fear
angry,fear
fear,fear
sad,fear
fear,fear
fear,fear
neutral,fear
happy,fear
neutral,fear
fear,fear
fear,fear
fear,fear
fear,fear
fear,fear
fear,fear
disgust,fear
fear,fear
sad,fear
fear,fear
fear,fear
fear,fear
fear,fear
fear,fear
fear,fear
fear,fear
happy,happy
happy,happy
angry,happy
angry,happy
happy,happy
angry,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
disgust,happy
happy,happy
happy,happy
disgust,happy
fear,happy
happy,happy
fear,happy
angry,happy
happy,happy
happy,happy
happy,happy
happy,happy
fear,happy
happy,happy
happy,happy
fear,happy
fear,happy
happy,happy
happy,happy
disgust,happy
fear,happy
disgust,happy
fear,happy
fear,happy
happy,happy
fear,happy
happy,happy
happy,happy
happy,happy
fear,happy
happy,happy
angry,happy
angry,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
disgust,happy
happy,happy
fear,happy
neutral,happy
happy,happy
angry,happy
disgust,happy
happy,happy
neutral,happy
neutral,happy
fear,happy
neutral,happy
neutral,happy
neutral,happy
angry,happy
happy,happy
happy,happy
neutral,happy
happy,happy
happy,happy
fear,happy
happy,happy
happy,happy
fear,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
neutral,happy
happy,happy
happy,happy
angry,happy
happy,happy
fear,happy
happy,happy
fear,happy
angry,happy
happy,happy
happy,happy
happy,happy
fear,happy
happy,happy
fear,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
fear,happy
happy,happy
happy,happy
happy,happy
angry,happy
happy,happy
neutral,happy
happy,happy
surprise,happy
happy,happy
disgust,happy
happy,happy
happy,happy
fear,happy
sad,happy
happy,happy
happy,happy
sad,happy
fear,happy
surprise,happy
neutral,happy
fear,happy
happy,happy
angry,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
angry,happy
happy,happy
happy,happy
fear,happy
happy,happy
happy,happy
happy,happy
happy,happy
fear,happy
happy,happy
angry,happy
fear,happy
fear,happy
fear,happy
angry,happy
happy,happy
angry,happy
happy,happy
happy,happy
happy,happy
happy,happy
angry,happy
neutral,happy
happy,happy
disgust,happy
angry,happy
happy,happy
happy,happy
fear,happy
surprise,happy
happy,happy
fear,happy
sad,happy
happy,happy
fear,happy
happy,happy
happy,happy
fear,happy
happy,happy
fear,happy
happy,happy
fear,happy
neutral,happy
neutral,happy
happy,happy
happy,happy
fear,happy
fear,happy
angry,happy
happy,happy
happy,happy
neutral,happy
disgust,happy
fear,happy
happy,happy
neutral,happy
angry,happy
happy,happy
neutral,happy
happy,happy
fear,happy
disgust,happy
happy,happy
happy,happy
disgust,happy
fear,happy
happy,happy
neutral,happy
happy,happy
happy,happy
happy,happy
happy,happy
happy,happy
angry,happy
angry,happy
happy,happy
fear,happy
happy,happy
happy,happy
happy,happy
angry,happy
neutral,happy
happy,happy
angry,happy
happy,happy
happy,happy
happy,happy
disgust,happy
fear,happy
angry,happy
happy,happy
happy,happy
angry,happy
happy,happy
happy,happy
happy,happy
disgust,happy
fear,happy
fear,happy
happy,happy
disgust,happy
disgust,happy
happy,happy
happy,happy
fear,happy
fear,happy
happy,happy
fear,happy
happy,happy
angry,happy
disgust,happy
neutral,happy
angry,happy
happy,happy
angry,happy
happy,happy
angry,happy
disgust,happy
happy,happy
happy,happy
happy,happy
surprise,happy
angry,happy
neutral,happy
fear,happy
happy,happy
fear,happy
fear,happy
fear,happy
angry,happy
happy,happy
happy,happy
happy,happy
happy,happy
fear,happy
happy,happy
disgust,happy
disgust,happy
disgust,happy
happy,happy
fear,happy
fear,happy
fear,happy
disgust,happy
angry,happy
angry,happy
happy,happy
neutral,happy
angry,happy
sad,happy
happy,happy
happy,happy
happy,happy
happy,happy
fear,happy
fear,happy
happy,happy
neutral,neutral
fear,neutral
happy,neutral
neutral,neutral
neutral,neutral
neutral,neutral
fear,neutral
neutral,neutral
neutral,neutral
happy,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
happy,neutral
disgust,neutral
neutral,neutral
happy,neutral
neutral,neutral
neutral,neutral
happy,neutral
neutral,neutral
neutral,neutral
fear,neutral
disgust,neutral
disgust,neutral
neutral,neutral
happy,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
disgust,neutral
fear,neutral
neutral,neutral
neutral,neutral
neutral,neutral
disgust,neutral
fear,neutral
fear,neutral
happy,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
sad,neutral
sad,neutral
neutral,neutral
happy,neutral
neutral,neutral
disgust,neutral
neutral,neutral
fear,neutral
sad,neutral
neutral,neutral
neutral,neutral
happy,neutral
neutral,neutral
fear,neutral
neutral,neutral
disgust,neutral
disgust,neutral
neutral,neutral
angry,neutral
neutral,neutral
happy,neutral
fear,neutral
angry,neutral
happy,neutral
neutral,neutral
sad,neutral
neutral,neutral
neutral,neutral
disgust,neutral
happy,neutral
sad,neutral
fear,neutral
neutral,neutral
disgust,neutral
happy,neutral
neutral,neutral
neutral,neutral
fear,neutral
disgust,neutral
fear,neutral
disgust,neutral
neutral,neutral
fear,neutral
happy,neutral
neutral,neutral
fear,neutral
neutral,neutral
happy,neutral
sad,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
disgust,neutral
fear,neutral
sad,neutral
sad,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
happy,neutral
happy,neutral
happy,neutral
neutral,neutral
disgust,neutral
neutral,neutral
neutral,neutral
neutral,neutral
fear,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
happy,neutral
neutral,neutral
neutral,neutral
fear,neutral
happy,neutral
neutral,neutral
neutral,neutral
neutral,neutral
disgust,neutral
happy,neutral
sad,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
disgust,neutral
neutral,neutral
happy,neutral
fear,neutral
neutral,neutral
neutral,neutral
fear,neutral
neutral,neutral
neutral,neutral
disgust,neutral
disgust,neutral
angry,neutral
fear,neutral
neutral,neutral
neutral,neutral
disgust,neutral
neutral,neutral
neutral,neutral
happy,neutral
neutral,neutral
sad,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
fear,neutral
disgust,neutral
disgust,neutral
neutral,neutral
disgust,neutral
calm,neutral
neutral,neutral
neutral,neutral
disgust,neutral
neutral,neutral
neutral,neutral
neutral,neutral
happy,neutral
sad,neutral
happy,neutral
fear,neutral
neutral,neutral
happy,neutral
neutral,neutral
disgust,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
disgust,neutral
sad,neutral
disgust,neutral
sad,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
disgust,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
fear,neutral
neutral,neutral
neutral,neutral
neutral,neutral
disgust,neutral
neutral,neutral
neutral,neutral
angry,neutral
neutral,neutral
neutral,neutral
neutral,neutral
fear,neutral
neutral,neutral
happy,neutral
neutral,neutral
disgust,neutral
neutral,neutral
fear,neutral
happy,neutral
sad,neutral
disgust,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
neutral,neutral
sad,neutral
happy,neutral
neutral,neutral
disgust,neutral
sad,neutral
neutral,neutral
happy,neutral
neutral,neutral
sad,neutral
neutral,neutral
neutral,neutral
angry,neutral
neutral,neutral
happy,neutral
disgust,sad
fear,sad
sad,sad
sad,sad
sad,sad
neutral,sad
sad,sad
disgust,sad
sad,sad
sad,sad
fear,sad
sad,sad
fear,sad
fear,sad
neutral,sad
neutral,sad
fear,sad
fear,sad
neutral,sad
sad,sad
neutral,sad
neutral,sad
disgust,sad
neutral,sad
sad,sad
sad,sad
sad,sad
neutral,sad
sad,sad
happy,sad
sad,sad
fear,sad
neutral,sad
sad,sad
fear,sad
neutral,sad
disgust,sad
neutral,sad
sad,sad
sad,sad
neutral,sad
happy,sad
sad,sad
sad,sad
disgust,sad
disgust,sad
sad,sad
sad,sad
sad,sad
disgust,sad
sad,sad
sad,sad
fear,sad
sad,sad
neutral,sad
sad,sad
sad,sad
sad,sad
neutral,sad
sad,sad
neutral,sad
happy,sad
fear,sad
happy,sad
neutral,sad
fear,sad
neutral,sad
sad,sad
sad,sad
sad,sad
sad,sad
sad,sad
happy,sad
neutral,sad
happy,sad
sad,sad
angry,sad
sad,sad
angry,sad
neutral,sad
fear,sad
sad,sad
sad,sad
fear,sad
sad,sad
happy,sad
sad,sad
sad,sad
sad,sad
neutral,sad
fear,sad
sad,sad
sad,sad
sad,sad
sad,sad
sad,sad
sad,sad
sad,sad
sad,sad
sad,sad
sad,sad
neutral,sad
sad,sad
sad,sad
fear,sad
sad,sad
sad,sad
neutral,sad
sad,sad
sad,sad
happy,sad
disgust,sad
disgust,sad
neutral,sad
sad,sad
fear,sad
sad,sad
sad,sad
neutral,sad
disgust,sad
sad,sad
happy,sad
neutral,sad
sad,sad
disgust,sad
disgust,sad
disgust,sad
sad,sad
sad,sad
fear,sad
fear,sad
sad,sad
sad,sad
fear,sad
sad,sad
fear,sad
fear,sad
happy,sad
happy,sad
neutral,sad
neutral,sad
sad,sad
disgust,sad
sad,sad
sad,sad
sad,sad
sad,sad
sad,sad
sad,sad
sad,sad
sad,sad
neutral,sad
disgust,sad
sad,sad
neutral,sad
disgust,sad
sad,sad
sad,sad
sad,sad
sad,sad
happy,sad
fear,sad
neutral,sad
disgust,sad
neutral,sad
fear,sad
sad,sad
fear,sad
happy,sad
fear,sad
disgust,sad
happy,sad
disgust,sad
disgust,sad
sad,sad
sad,sad
neutral,sad
sad,sad
sad,sad
happy,sad
fear,sad
sad,sad
sad,sad
happy,sad
neutral,sad
disgust,sad
calm,sad
neutral,sad
disgust,sad
happy,sad
sad,sad
disgust,sad
sad,sad
fear,sad
neutral,sad
disgust,sad
sad,sad
neutral,sad
sad,sad
fear,sad
neutral,sad
sad,sad
fear,sad
fear,sad
fear,sad
sad,sad
neutral,sad
neutral,sad
sad,sad
fear,sad
sad,sad
sad,sad
fear,sad
sad,sad
sad,sad
fear,sad
sad,sad
neutral,sad
neutral,sad
neutral,sad
sad,sad
sad,sad
fear,sad
sad,sad
sad,sad
sad,sad
sad,sad
sad,sad
sad,sad
fear,sad
sad,sad
happy,sad
sad,sad
disgust,sad
neutral,sad
sad,sad
sad,sad
fear,sad
fear,sad
sad,sad
disgust,sad
neutral,sad
disgust,sad
sad,sad
sad,sad
sad,sad
disgust,sad
sad,sad
happy,sad
sad,sad
sad,sad
neutral,sad
neutral,sad
neutral,sad
sad,sad
neutral,sad
disgust,sad
fear,sad
neutral,sad
happy,sad
sad,sad
neutral,sad
neutral,sad
neutral,sad
sad,sad
sad,sad
sad,sad
sad,sad
sad,sad
sad,sad
neutral,sad
neutral,sad
calm,sad
sad,sad
sad,sad
sad,sad
sad,sad
fear,sad
fear,sad
neutral,sad
fear,sad
happy,sad
neutral,sad
happy,sad
sad,sad
neutral,sad
sad,sad
neutral,sad
neutral,sad
happy,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
happy,surprise
surprise,surprise
surprise,surprise
fear,surprise
happy,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
neutral,surprise
surprise,surprise
surprise,surprise
happy,surprise
surprise,surprise
surprise,surprise
sad,surprise
surprise,surprise
surprise,surprise
surprise,surprise
happy,surprise
surprise,surprise
surprise,surprise
happy,surprise
surprise,surprise
surprise,surprise
fear,surprise
surprise,surprise
sad,surprise
happy,surprise
happy,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
fear,surprise
happy,surprise
happy,surprise
happy,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
neutral,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
sad,surprise
happy,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
disgust,surprise
happy,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
happy,surprise
surprise,surprise
surprise,surprise
surprise,surprise
surprise,surprise
